Fam_ID,Membership,ID,TGLA227_1,TGLA227_2,BM2113_1,BM2113_2,TGLA53_1,TGLA53_2,ETH10_1,ETH10_2,SPS115_1,SPS115_2,TGLA126_1,TGLA126_2,TGLA122_1,TGLA122_2,INRA23_1,INRA23_2,ETH3_1,ETH3_2,ETH225_1,ETH225_2,BM1824_1,BM1824_2
Fam_251,F,Fam_251_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_251,C,Fam_251_C,77.17,88.31,124.69,136.24,152.06,166.33,211.08,214.78,243.63,247.43,118.81,122.97,142.14,142.14,204.16,204.16,114.43,114.43,143.91,145.94,183.44,183.44
Fam_251,M,Fam_251_M,88.36,88.36,122.64,136.24,166.27,178.32,211.03,216.78,241.82,243.77,116.57,122.88,142.20,149.32,204.14,211.84,114.28,114.28,146.05,146.05,183.28,183.28
Fam_252,F,Fam_252_F,99.48,99.48,123.14,132.78,160.61,184.47,215.12,216.98,243.86,243.86,116.72,118.81,142.52,173.08,200.70,208.26,114.76,114.76,147.11,147.11,181.24,181.24
Fam_252,C,Fam_252_C,90.46,99.21,122.66,132.29,160.25,184.13,214.69,216.57,243.50,243.50,116.59,118.69,164.57,173.02,200.35,200.35,114.38,125.02,135.57,146.03,181.13,189.38
Fam_252,M,Fam_252_M,90.66,90.66,132.27,132.27,160.24,174.29,216.74,218.57,243.67,243.67,116.61,118.67,162.54,164.59,200.46,200.46,114.32,125.01,135.38,143.92,181.28,189.59
Fam_253,F,Fam_253_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_253,C,Fam_253_C,77.08,94.91,122.69,124.56,152.07,164.19,214.75,214.75,247.43,249.32,116.60,118.71,164.44,164.44,200.35,211.68,114.38,114.38,144.19,155.39,183.17,189.30
Fam_253,M,Fam_253_M,77.08,94.91,122.64,132.22,164.23,164.23,214.71,216.61,247.36,249.26,116.53,118.64,164.47,172.86,200.36,211.63,114.43,125.02,135.54,155.32,189.37,189.37
Fam_254,F,Fam_254_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_254,C,Fam_254_C,90.48,99.09,124.60,132.20,152.07,152.07,214.77,214.77,247.37,247.37,118.58,118.58,142.09,164.33,211.70,211.70,114.36,124.98,135.53,155.38,183.18,183.18
Fam_254,M,Fam_254_M,90.40,92.60,122.55,132.23,152.07,166.16,214.71,216.59,247.32,247.32,116.46,118.57,149.31,164.44,200.35,211.65,124.92,124.92,135.54,146.13,178.95,183.18
Fam_255,F,Fam_255_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_255,C,Fam_255_C,77.09,90.56,122.55,132.18,166.22,166.22,216.63,222.46,247.30,247.30,118.55,122.81,164.48,185.34,204.16,211.64,114.32,124.95,146.08,146.08,181.09,189.33
Fam_255,M,Fam_255_M,77.08,77.08,124.60,132.26,158.14,166.27,216.68,216.68,243.57,243.57,116.55,118.64,149.31,164.43,194.69,204.11,112.25,114.33,146.13,155.39,181.08,189.34
Fam_256,F,Fam_256_F,77.32,99.35,124.75,124.75,152.33,164.43,215.98,224.21,250.56,250.56,118.81,118.81,142.23,164.68,204.01,212.67,114.51,114.51,144.18,155.51,183.17,183.17
Fam_256,C,Fam_256_C,98.81,98.81,124.23,137.83,163.88,163.88,215.75,217.83,246.43,250.34,118.43,118.43,141.69,164.26,204.22,208.42,114.05,114.05,143.53,145.50,180.89,182.98
Fam_256,M,Fam_256_M,83.42,98.82,131.88,137.83,163.86,165.85,215.84,217.92,246.57,252.29,118.41,118.41,141.84,149.02,204.34,208.41,114.03,122.57,134.97,145.51,180.84,180.84
Fam_257,F,Fam_257_F,77.32,90.77,122.84,124.71,164.27,166.35,216.11,224.34,250.56,250.56,118.75,118.75,142.23,164.52,212.67,212.67,125.09,125.09,146.13,155.51,183.23,189.40
Fam_257,C,Fam_257_C,76.68,83.42,122.19,122.19,155.78,165.86,217.88,224.08,246.45,250.34,116.28,118.41,141.84,164.24,212.55,212.55,114.03,124.72,145.51,155.13,178.75,189.22
Fam_257,M,Fam_257_M,76.69,83.33,122.25,124.27,155.78,165.84,217.74,221.88,246.32,246.32,116.36,116.36,141.84,141.84,212.42,212.42,114.13,116.24,145.65,155.13,178.70,180.79
Fam_258,F,Fam_258_F,76.85,76.85,122.27,131.99,163.99,165.90,215.91,218.01,251.06,254.79,118.57,122.79,148.83,164.35,206.36,212.70,114.07,114.07,145.09,155.22,180.99,189.25
Fam_258,C,Fam_258_C,76.70,105.02,122.24,131.84,159.75,163.87,211.71,215.76,246.43,250.34,118.33,122.63,141.74,164.25,208.43,212.49,111.95,114.07,145.60,145.60,178.67,180.77
Fam_258,M,Fam_258_M,87.92,105.12,131.91,133.83,157.84,159.87,211.78,211.78,246.45,254.10,118.49,122.76,141.84,141.84,208.39,208.39,112.02,114.13,143.40,145.51,178.70,182.88
Fam_259,F,Fam_259_F,76.85,76.85,122.27,131.99,163.99,165.90,215.91,218.01,251.06,254.79,118.57,122.79,148.83,164.35,206.36,212.70,114.07,114.07,145.09,155.22,180.99,189.25
Fam_259,C,Fam_259_C,76.70,98.67,122.19,124.11,151.73,165.76,215.75,217.71,246.31,250.12,116.25,118.39,151.07,164.13,206.19,206.19,113.99,126.79,143.46,155.00,180.71,180.71
Fam_259,M,Fam_259_M,81.25,98.68,124.09,131.81,151.60,159.75,217.70,217.70,246.18,250.12,116.23,118.38,151.07,172.50,206.06,212.35,124.60,126.78,135.07,143.46,180.71,189.01
Fam_260,F,Fam_260_F,77.32,90.77,122.84,124.71,164.27,166.35,216.11,224.34,250.56,250.56,118.75,118.75,142.23,164.52,212.67,212.67,125.09,125.09,146.13,155.51,183.23,189.40
Fam_260,C,Fam_260_C,76.70,98.81,122.19,124.23,157.58,163.77,219.79,223.95,250.23,250.23,118.39,122.70,141.74,164.14,208.43,212.49,124.74,124.74,143.46,155.00,182.88,189.10
Fam_260,M,Fam_260_M,98.68,98.68,124.06,129.85,157.68,159.87,217.70,219.78,246.18,250.12,118.33,122.65,141.73,141.73,208.29,212.48,114.04,124.70,143.60,143.60,180.82,189.14
Fam_261,F,Fam_261_F,77.32,90.77,122.84,124.71,164.27,166.35,216.11,224.34,250.56,250.56,118.75,118.75,142.23,164.52,212.67,212.67,125.09,125.09,146.13,155.51,183.23,189.40
Fam_261,C,Fam_261_C,90.10,98.68,122.14,124.19,157.71,165.77,215.76,217.71,246.18,250.12,118.33,124.70,141.74,141.74,204.09,212.36,111.90,124.70,135.06,145.60,182.76,188.97
Fam_261,M,Fam_261_M,90.01,98.68,124.14,131.83,157.71,165.75,211.54,217.65,246.19,246.19,118.31,124.64,141.74,184.98,204.08,208.27,111.93,114.05,135.08,145.60,182.76,182.76
Fam_262,F,Fam_262_F,77.32,99.35,124.75,124.75,152.33,164.43,215.98,224.21,250.56,250.56,118.81,118.81,142.23,164.68,204.01,212.67,114.51,114.51,144.18,155.51,183.17,183.17
Fam_262,C,Fam_262_C,76.70,81.15,124.07,129.81,159.75,163.74,215.66,217.74,246.20,250.23,118.39,118.39,141.74,153.31,208.25,212.28,114.02,122.55,143.60,143.60,178.63,182.82
Fam_262,M,Fam_262_M,81.15,98.68,124.19,129.86,157.67,159.74,217.75,219.84,246.30,248.34,118.44,118.44,153.34,164.16,204.10,208.31,122.65,126.89,139.14,143.67,178.69,178.69
Fam_263,F,Fam_263_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_263,C,Fam_263_C,98.82,105.10,124.17,131.79,163.77,165.78,214.50,216.31,247.19,251.07,118.41,122.66,164.27,164.27,211.47,211.47,113.94,113.94,155.00,155.00,178.82,183.00
Fam_263,M,Fam_263_M,98.82,105.08,122.09,131.68,157.80,165.92,214.46,216.27,243.23,250.98,122.59,124.72,153.34,164.41,203.85,211.45,113.89,126.74,145.22,155.06,178.95,189.31
Fam_264,F,Fam_264_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_264,C,Fam_264_C,76.55,98.69,122.11,124.13,157.67,163.93,214.51,220.20,247.13,251.01,122.62,122.62,146.63,164.30,203.99,211.49,113.86,122.36,143.10,145.36,178.92,189.35
Fam_264,M,Fam_264_M,81.11,98.81,124.15,131.91,157.58,165.80,216.48,220.25,243.32,247.09,116.36,122.76,141.70,146.64,203.88,203.88,122.51,122.51,143.11,145.37,178.92,181.02
Fam_265,F,Fam_265_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_265,C,Fam_265_C,90.08,92.32,122.22,122.22,157.67,165.84,216.44,222.29,243.41,247.20,118.44,124.75,164.32,164.32,211.57,211.57,114.06,124.62,145.36,154.92,183.11,183.11
Fam_265,M,Fam_265_M,87.83,92.26,122.24,129.85,157.58,157.58,216.35,216.35,243.29,243.29,116.35,124.64,164.28,164.28,211.50,211.50,113.99,113.99,145.37,155.00,178.87,183.06
Fam_266,F,Fam_266_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_266,C,Fam_266_C,76.41,83.09,123.90,123.90,151.34,159.61,214.37,216.22,246.96,246.96,116.22,118.22,134.69,164.08,200.00,211.30,111.62,113.73,143.16,154.80,178.72,182.96
Fam_266,M,Fam_266_M,83.18,89.87,123.93,131.59,159.61,165.72,216.28,216.28,243.21,247.03,116.15,118.27,134.69,141.59,200.00,203.67,111.56,124.31,143.02,145.16,178.80,183.03
Fam_267,F,Fam_267_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_267,C,Fam_267_C,76.41,92.16,122.05,135.61,163.57,165.61,216.32,222.10,243.19,246.90,122.55,124.70,141.44,148.72,200.00,211.41,113.68,113.68,145.16,154.80,178.84,189.17
Fam_267,M,Fam_267_M,92.16,92.16,123.94,135.61,157.55,165.61,220.13,222.10,243.19,243.19,118.28,124.70,141.44,150.94,200.00,211.41,113.68,124.32,145.16,147.30,178.84,180.85
Fam_268,F,Fam_268_F,89.03,106.24,123.41,123.41,152.81,161.00,215.14,217.02,244.01,244.01,117.17,119.17,142.90,142.90,208.25,208.25,114.96,125.54,144.40,146.52,179.70,181.75
Fam_268,C,Fam_268_C,87.62,104.96,122.05,123.94,151.35,183.52,216.20,216.20,243.07,243.07,116.16,118.28,141.44,141.44,200.00,207.48,122.30,124.32,145.16,145.16,180.91,180.91
Fam_268,M,Fam_268_M,89.77,104.88,123.87,139.57,157.38,183.45,216.17,216.17,243.09,246.82,116.16,118.30,141.44,141.44,200.00,200.00,113.66,122.21,145.01,145.01,180.82,180.82
Fam_269,F,Fam_269_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_269,C,Fam_269_C,89.91,98.42,123.90,131.52,165.54,165.54,214.25,216.11,242.87,246.62,116.15,118.17,164.00,172.57,211.15,211.15,124.42,124.42,134.66,145.16,180.68,182.82
Fam_269,M,Fam_269_M,98.42,98.42,131.41,133.36,151.22,165.53,216.17,218.03,242.96,246.82,116.09,122.42,150.82,172.54,203.58,211.23,124.33,124.33,134.54,142.87,178.61,180.75
Fam_270,F,Fam_270_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_270,C,Fam_270_C,98.41,98.41,123.87,133.46,163.48,183.44,212.27,221.83,242.77,246.52,116.12,118.14,146.40,164.12,196.05,211.15,113.73,126.44,142.93,154.73,182.82,188.96
Fam_270,M,Fam_270_M,98.41,98.41,121.95,133.47,165.43,183.45,212.43,216.17,243.01,243.01,116.09,118.25,146.30,161.81,196.14,203.60,113.82,126.58,143.01,143.01,189.00,189.00
Fam_271,F,Fam_271_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_271,C,Fam_271_C,76.30,91.96,121.90,121.90,159.48,165.55,214.28,214.28,242.95,246.70,116.04,118.20,141.33,141.33,212.17,212.17,122.15,124.34,145.24,154.86,182.88,182.88
Fam_271,M,Fam_271_M,91.81,98.28,121.90,123.83,159.48,159.48,206.68,214.23,242.82,248.55,116.02,118.19,141.44,141.44,212.13,212.13,111.60,122.28,143.02,145.16,182.88,182.88
Fam_272,F,Fam_272_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_272,C,Fam_272_C,76.14,80.60,121.73,131.31,163.23,173.23,216.05,217.92,250.45,250.45,118.08,118.08,148.29,172.46,207.33,211.19,113.46,124.14,144.73,144.73,188.90,188.90
Fam_272,M,Fam_272_M,80.60,98.30,121.73,131.31,155.12,173.19,210.32,217.93,250.45,254.24,116.08,118.20,141.15,172.43,207.33,211.07,121.98,124.14,142.58,144.73,188.95,188.95
Fam_273,F,Fam_273_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_273,C,Fam_273_C,89.68,98.29,121.72,129.29,159.22,165.18,214.20,216.08,242.78,246.60,118.04,118.04,141.18,163.89,207.40,211.17,113.40,124.14,142.64,144.81,182.73,188.81
Fam_273,M,Fam_273_M,82.95,98.29,129.32,131.26,156.98,159.09,216.06,219.84,242.73,242.73,118.11,122.28,141.04,172.39,203.51,207.39,113.48,113.48,142.49,146.97,188.81,188.81
Fam_274,F,Fam_274_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_274,C,Fam_274_C,89.49,89.49,121.52,131.29,154.92,183.09,210.22,210.22,242.51,242.51,115.89,124.36,141.18,172.26,201.51,207.19,111.33,122.04,134.33,144.95,178.34,180.52
Fam_274,M,Fam_274_M,89.56,89.56,131.30,135.27,181.11,183.16,210.32,214.11,242.53,242.53,115.94,115.94,150.55,172.36,207.17,207.17,113.54,122.07,134.47,144.95,180.60,188.76
Fam_275,F,Fam_275_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_275,C,Fam_275_C,75.89,80.33,123.25,130.97,150.55,158.81,213.90,215.70,242.25,246.14,117.72,117.72,140.92,140.92,203.18,210.83,113.15,121.70,138.05,142.54,182.36,182.36
Fam_275,M,Fam_275_M,80.39,98.01,130.99,130.99,158.81,182.68,213.83,215.76,242.28,253.91,117.88,124.19,140.92,140.92,203.19,210.88,121.73,121.73,138.06,144.59,180.21,182.42
Fam_276,F,Fam_276_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_276,C,Fam_276_C,75.89,97.89,121.45,131.12,156.81,162.90,213.78,215.70,242.27,246.04,117.86,122.10,140.92,163.56,203.18,205.09,113.29,126.12,142.68,154.25,180.28,180.28
Fam_276,M,Fam_276_M,97.89,97.89,121.38,131.01,156.81,164.87,215.71,215.71,242.28,242.28,115.77,117.93,140.92,145.91,203.18,205.10,121.76,126.03,142.54,142.54,180.29,188.57
Fam_277,F,Fam_277_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_277,C,Fam_277_C,75.50,104.03,121.33,132.89,162.52,182.32,209.86,215.59,245.98,249.83,117.76,124.15,147.69,163.31,204.92,206.87,113.09,121.58,144.21,146.38,188.41,188.41
Fam_277,M,Fam_277_M,80.06,104.03,132.89,134.87,182.25,184.21,209.88,213.66,242.09,249.93,117.76,124.15,147.69,161.20,203.11,206.88,121.45,121.45,146.38,146.38,182.12,188.37
Fam_278,F,Fam_278_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_278,C,Fam_278_C,75.63,77.89,123.25,123.25,150.28,162.49,215.61,221.45,242.23,246.04,115.68,117.81,140.60,150.00,202.96,202.96,113.19,113.19,144.22,154.10,182.28,188.47
Fam_278,M,Fam_278_M,77.91,97.79,123.25,123.25,162.52,182.32,215.59,215.59,242.14,245.98,115.73,117.76,150.00,171.87,202.98,206.87,113.09,113.09,133.81,144.21,188.41,188.41
Fam_279,F,Fam_279_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_279,C,Fam_279_C,75.51,79.97,130.84,130.84,162.40,172.36,215.50,215.50,245.80,253.65,117.59,124.03,145.32,163.20,202.86,204.81,113.02,113.02,144.29,154.02,180.01,188.28
Fam_279,M,Fam_279_M,79.95,88.79,130.73,130.73,164.24,172.15,213.64,215.46,241.98,253.64,115.63,124.07,145.47,171.63,202.98,202.98,110.97,113.10,144.15,146.35,179.91,179.91
Fam_280,F,Fam_280_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_280,C,Fam_280_C,79.97,97.52,121.18,123.12,154.11,162.26,213.61,215.45,245.89,245.89,117.72,117.72,163.05,163.05,202.87,210.59,113.15,123.77,142.10,153.97,181.93,188.10
Fam_280,M,Fam_280_M,79.99,86.69,121.27,132.82,154.16,158.25,209.82,215.47,241.95,245.81,115.62,117.67,140.47,163.07,202.88,210.61,121.66,123.74,142.09,142.09,179.93,188.23
Fam_281,F,Fam_281_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_281,C,Fam_281_C,75.51,79.97,130.73,134.71,150.14,162.39,213.70,219.33,245.90,249.76,115.50,117.66,147.66,147.66,206.77,210.56,113.10,121.24,133.78,154.02,179.95,188.32
Fam_281,M,Fam_281_M,75.51,79.94,130.72,134.70,150.00,156.21,219.33,219.33,242.02,249.72,115.48,115.48,140.32,147.66,195.47,206.77,121.35,121.35,133.77,142.23,179.96,188.19
Fam_282,F,Fam_282_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_282,C,Fam_282_C,90.87,99.49,123.26,123.26,158.45,166.37,215.10,216.94,243.99,247.67,116.74,118.83,147.32,164.57,211.99,211.99,125.49,127.60,149.20,155.68,179.03,189.44
Fam_282,M,Fam_282_M,99.49,99.49,123.02,134.71,158.46,166.37,217.04,217.04,243.94,245.89,116.64,118.72,147.42,164.57,204.38,211.98,114.69,127.47,147.01,149.19,179.03,179.03
Fam_283,F,Fam_283_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_283,C,Fam_283_C,77.58,90.86,123.14,125.12,160.36,164.35,215.10,216.96,247.62,251.57,118.84,123.02,153.86,164.47,208.25,211.96,114.81,114.81,144.96,155.69,181.14,189.35
Fam_283,M,Fam_283_M,90.86,99.36,125.03,125.03,160.36,184.36,217.05,218.90,243.92,251.67,118.84,118.84,142.62,153.98,204.41,208.24,114.79,127.53,142.76,145.10,181.14,183.17
Fam_284,F,Fam_284_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_284,C,Fam_284_C,77.57,84.25,123.13,134.71,160.48,166.52,216.98,222.75,243.88,247.58,116.73,118.81,149.73,164.59,212.01,212.01,114.77,125.35,147.04,147.04,183.22,183.22
Fam_284,M,Fam_284_M,84.16,93.05,134.71,136.73,156.54,160.48,215.16,217.01,244.05,244.05,116.64,116.64,149.86,185.37,204.51,212.03,114.81,114.81,144.96,147.15,181.21,183.23
Fam_285,F,Fam_285_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_285,C,Fam_285_C,77.06,92.71,122.57,132.16,164.30,166.25,216.65,216.65,243.64,247.39,118.63,122.94,142.09,164.54,196.59,211.73,114.34,114.34,145.99,155.39,181.14,189.50
Fam_285,M,Fam_285_M,92.71,94.92,124.55,132.30,164.32,184.18,216.56,220.43,243.57,251.32,118.74,122.94,142.04,146.99,196.61,207.87,114.44,125.05,145.89,145.89,189.42,189.42
Fam_286,F,Fam_286_F,76.60,76.60,135.70,137.73,157.61,165.83,206.86,210.60,243.33,245.28,118.39,122.65,162.24,168.67,194.48,194.48,111.66,111.66,138.62,154.93,181.05,183.12
Fam_286,C,Fam_286_C,77.18,77.18,138.10,140.27,166.27,166.27,207.26,211.01,243.58,245.58,118.55,124.99,151.68,162.46,194.69,207.97,112.18,112.18,139.42,155.39,183.36,183.36
Fam_286,M,Fam_286_M,77.18,77.18,132.27,134.30,160.25,196.01,207.27,211.02,241.64,247.39,125.12,127.24,135.31,149.04,194.83,211.73,112.26,114.35,146.03,155.44,181.25,181.25
Fam_287,F,Fam_287_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_287,C,Fam_287_C,76.43,89.85,121.90,131.61,163.61,165.67,214.25,216.12,242.90,250.65,118.20,122.41,148.71,164.12,199.88,211.27,113.77,113.77,145.24,147.55,178.65,180.80
Fam_287,M,Fam_287_M,89.85,92.08,131.66,131.66,165.51,165.51,214.32,214.32,242.96,242.96,118.31,118.31,164.11,164.11,200.00,203.70,113.90,124.56,145.31,147.59,178.61,191.04
Fam_288,F,Fam_288_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_288,C,Fam_288_C,89.91,98.42,123.90,123.90,151.22,151.22,214.33,216.19,242.99,246.72,118.17,118.17,164.13,172.57,205.56,211.24,113.76,113.76,145.30,154.86,182.95,189.09
Fam_288,M,Fam_288_M,89.99,89.99,123.87,133.59,151.36,159.61,216.24,216.24,243.00,243.00,118.26,122.46,146.40,172.70,205.57,207.43,113.73,122.21,145.24,145.24,189.08,189.08
Fam_289,F,Fam_289_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_289,C,Fam_289_C,89.48,89.48,123.55,131.34,163.02,165.11,215.87,221.73,246.39,246.39,118.06,124.45,148.41,163.80,203.42,211.03,113.38,124.07,144.66,144.66,182.63,182.63
Fam_289,M,Fam_289_M,89.43,89.43,121.61,131.27,165.01,165.01,215.88,215.88,246.39,254.22,118.02,124.33,141.07,148.40,203.45,203.45,113.32,121.87,144.74,144.74,182.55,188.78
Fam_290,F,Fam_290_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_290,C,Fam_290_C,76.03,98.14,121.49,121.49,154.79,165.01,214.09,214.09,246.30,246.30,115.85,118.02,141.07,163.70,199.74,205.24,113.44,113.44,134.18,154.38,180.47,188.78
Fam_290,M,Fam_290_M,98.14,98.14,121.36,131.13,154.85,159.06,213.97,215.90,246.33,246.33,115.85,115.85,140.91,172.25,199.62,211.01,113.32,126.15,134.18,142.68,180.60,180.60
Fam_291,F,Fam_291_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_291,C,Fam_291_C,91.58,98.15,121.65,123.59,150.70,165.15,213.93,215.86,242.57,246.34,115.89,118.06,141.03,148.27,210.99,210.99,113.48,113.48,142.77,142.77,182.61,182.61
Fam_291,M,Fam_291_M,87.14,91.62,121.71,131.25,165.04,172.94,215.81,215.81,242.53,242.53,115.92,117.97,141.06,148.25,210.91,210.91,113.38,113.38,142.68,144.73,180.52,182.60
Fam_292,F,Fam_292_F,77.32,90.77,122.84,124.71,164.32,166.41,214.89,222.58,247.46,247.46,118.75,118.75,142.23,164.57,211.70,211.70,125.09,125.09,146.13,155.51,183.35,189.49
Fam_292,C,Fam_292_C,75.91,93.70,121.51,123.47,154.85,162.94,215.76,221.60,242.36,246.16,115.80,117.87,148.23,163.61,195.72,210.84,124.00,124.00,144.82,149.41,180.29,188.68
Fam_292,M,Fam_292_M,93.71,97.99,121.59,121.59,154.85,158.93,210.08,215.66,242.18,247.97,115.73,117.93,148.23,148.23,195.72,203.10,124.08,124.08,147.04,149.26,178.18,180.29
Fam_293,F,Fam_293_F,77.32,99.35,124.75,124.75,152.33,164.43,214.74,222.42,247.38,247.38,118.81,118.81,142.23,164.68,204.01,211.67,114.51,114.51,144.18,155.51,183.29,183.29
Fam_293,C,Fam_293_C,77.20,99.35,124.77,132.41,164.42,166.38,216.75,222.49,247.45,247.45,116.74,118.83,164.67,164.67,204.10,211.71,114.53,123.03,146.13,155.64,183.42,189.50
Fam_293,M,Fam_293_M,95.06,99.35,132.43,132.43,166.38,174.29,206.42,216.80,243.73,247.46,116.65,123.06,162.58,164.67,204.20,211.78,114.56,123.06,146.17,155.51,181.27,189.62
Fam_294,F,Fam_294_F,76.85,76.85,122.27,131.99,163.99,165.98,214.40,216.32,247.10,251.09,118.57,122.79,148.83,164.41,205.73,211.47,114.07,114.07,145.09,155.22,181.16,189.38
Fam_294,C,Fam_294_C,90.60,92.81,124.64,132.28,152.20,166.37,214.82,216.69,243.64,243.64,116.61,118.70,142.23,151.56,200.35,200.35,114.53,114.53,139.56,148.35,179.18,179.18
Fam_294,M,Fam_294_M,90.65,92.86,124.63,132.27,152.20,166.37,214.84,216.71,243.69,243.69,116.60,118.69,142.23,151.56,200.35,200.35,114.39,114.39,139.56,148.35,179.18,179.18
